iter	Logloss
367	0.553013516
368	0.5528678743
369	0.5527703956
370	0.5526766898
371	0.552553156
372	0.5525022205
373	0.5524853977
374	0.5523342506
375	0.5523083374
376	0.552301429
377	0.5522006359
378	0.5520294999
379	0.5519838671
380	0.5519585168
381	0.5517361626
382	0.5515949369
383	0.5514151367
384	0.551267641
385	0.5510531036
386	0.5509174889
387	0.5507648579
388	0.5506056389
389	0.5501684066
390	0.5500153375
391	0.5499678398
392	0.5498622375
393	0.5498232603
394	0.5496689002
395	0.5495736613
396	0.5494094251
397	0.5492826714
398	0.5491633876
399	0.5490446014
400	0.5489587428
401	0.5488471834
402	0.5488048545
403	0.5485901828
404	0.5484321026
405	0.5483692398
406	0.5482053966
407	0.5481609264
408	0.5480789018
409	0.548000559
410	0.5479324976
411	0.5479072391
412	0.5477175649
413	0.5475962497
414	0.5474471313
415	0.5472870662
416	0.5472359635
417	0.5470557728
418	0.5469982098
419	0.5469203331
420	0.5468778477
421	0.5466882691
422	0.5465799274
423	0.5464525796
424	0.5462715485
425	0.5461518389
426	0.5459969596
427	0.5457467828
428	0.5456567443
429	0.5455835193
430	0.5453959153
431	0.5453848362
432	0.5452121154
433	0.5451698425
434	0.5450082947
435	0.5449025799
436	0.5447903382
437	0.5447274936
438	0.5445916127
439	0.5444647526
440	0.5443993272
441	0.5443931568
442	0.544385446
443	0.5442734856
444	0.544103199
445	0.5439979785
446	0.5439363914
447	0.5437842659
448	0.5437364912
449	0.5435518054
450	0.5435121235
451	0.5433876652
452	0.5433074021
453	0.5432020251
454	0.543116951
455	0.543020766
456	0.5429738281
457	0.5428400524
458	0.542731748
459	0.5426400144
460	0.5425139546
461	0.5423671507
462	0.5421855449
463	0.5421384309
464	0.5420539835
465	0.5419980579
466	0.5418840757
467	0.5417896322
468	0.5417631123
469	0.541726869
470	0.5417262351
471	0.5416194212
472	0.5415840907
473	0.541475367
474	0.5413570122
475	0.5413565919
476	0.541221309
477	0.541170622
478	0.5411592111
479	0.5410296951
480	0.5409822707
481	0.5409499966
482	0.540579918
483	0.5405795673
484	0.5404703519
485	0.5404559985
486	0.5403528874
487	0.5402404628
488	0.5401459646
489	0.5400095169
490	0.5398947163
491	0.5397645273
492	0.5396893641
493	0.5395831625
494	0.5394991556
495	0.539471659
496	0.5394340921
497	0.5393806849
498	0.5393249047
499	0.5392004144
